APK tot;Bouwjaar;Brandstof;Carrosserie;Kenteken;Kilometerstand;Kosten p/m;Merk & Model;Motorinhoud;Opties;Prijs;SellersName;Transmissie;Uitvoering;Vermogen;adDate;description;location;saved;url;views;Centrale vergrendeling;USB;Airconditioning;Elektrische ramen;Lichtmetalen velgen;Metallic lak;Trekhaak;Cruise Control;Bluetooth;Radio;ABS;Airbags;Boordcomputer;Schuifdeur;/0;Datum van registratie;Parkeersensor;Alarm;Elektrische buitenspiegels;Topsnelheid;Startonderbreker;Traction-control;Mistlampen;Verwarmde buitenspiegels;Energielabel;Verbruik;Electronic Stability Program (ESP);Bekleding leder;APK;Navigatiesysteem;Climate control;4x4;Parkeerassistent;Parkeercamera;Open dak;Stoelverwarming;Isofix;Stuurwielverwarming;Emergency brake assist;Xenon verlichting;Garantie;Sportpakket;Sportstoelen;Adaptive Cruise Control;Elektrische stoelverstelling;Elektrische achterklep;Adaptieve lichten;Panoramadak;Keyless entry;Spraakbediening;Dodehoekdetectie
19 januari 2021;2005;Diesel;Overige carrosserieën;21-PZ-JX;167423;;Volkswagen Transporter;2.461 cc;;7900;;Handgeschakeld 6 versnellingen;Kombi 2.5 TDI 174pk 4Motion 9-persoons;174;14 mei '20, 15:56;" Volkswagen Transporter Kombi 2.5 TDI 174pk 4Motion 9-persoons  Carrosserievorm: Personenbus Transmissie: 6 versnellingen, Handgeschakeld Kleur: Rood Aantal cilinders: 5 Ledig gewicht: 1.940 kg Max. trekgewicht: 2.500 kg Wielbasis: 300 cm Bekleding: Skai Interieurkleur: lightGray Aantal zitplaatsen: 9 Onderhoudsboekjes: Aanwezig (dealer onderhouden) Aantal sleutels: 2 BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling) Motorrijtuigenbelasting: € 546 - 582 per kwartaal  Opties en accessoires  2 airbags Achterruitenwisser Achterruitverwarming Airbag bestuurder Airbag passagier Antiblokkeersysteem (ABS) Centrale deurvergrendeling afstandbediening Elektrisch bedienbare ramen voor Elektrisch verstelbare buitenspiegels Startonderbreking Stuurbekrachtiging Stuur in hoogte verstelbaar Trekhaak Verwarmbare buitenspiegels Vierwielaandrijving (4x4) Zijschuifdeur links Zijschuifdeur rechts   Nette Volkswagen Transporter Kombi 2.5 TDI 4Motion Personenbus 9-persoons uitvoering met 2 schuifdeuren 2.5L Diesel 5-cylinder 174pk, Handgeschakeld, 6-versnellingen  Afkomstig van de Brandweer en zeer goed vw-dealer onderhouden. Apk geldig tot 01/2021.  Betreft een marge-auto (btw-vrij)  Voorzien van schuifraam in linker zijschuifdeur. Alle 4 de zijramen achter zijn voorzien van zonneschermen (zie foto).  Deze bus is mogelijk interessant voor een ondernemer die gebruik wil maken van de youngtimer regeling. (bijtelling naar dagwaarde)  Wij bieden u de mogelijkheid uw bedrijfswagens te leasen of te financieren. Een financiering is bij ons meestal binnen 1 dag geregeld! Wij werken samen met EDW Autolease. Een onafhankelijk intermediair gespecialiseerd in bedrijfswagens, die maatwerk levert, afgestemd op uw wensen. Let op; Geld lenen kost geld!  Alle moeite is genomen om de informatie op deze internetsite zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden.  Bakelaar Bedrijfswagens & Buscampers Bernseweg 24B 5324JW AMMERZODEN Tel: 0657788862 E-mail: info@bakelaar-bedrijfswagens.nl";Ammerzoden;17;https://link.marktplaats.nl/m1550763718;239;true;;;true;;;true;;;;true;true;;true;true;05 januari 2005;;;true;184 km/h;true;;;true;F;10,64 km/l;;;;;;true;;;;;;;;;;;;;;;;;;;
09 januari 2021;2005;Diesel;Gesloten Wagen;81-BT-HZ;222322;;Volkswagen Transporter;1.896 cc;;2850;;Handgeschakeld 5 versnellingen;TDI 77KW BJ'06-2005 AIRCO !! APK !!!;105;14 mei '20, 16:10; Km stand 222.322 km NAP aanwezig  Volkswagen Transporter TDI 77KW BJ'06-2005 AIRCO !! APK !!!  Carrosserievorm: Bestelbus Transmissie: 5 versnellingen, Handgeschakeld Kleur: Wit Cabine: enkel Aantal cilinders: 4 Ledig gewicht: 1.692 kg Aantal zitplaatsen: 3 Aantal sleutels: 2 BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 104 per kwartaal  Opties en accessoires  Airconditioning Bluetooth Bumpers in carrosseriekleur Centrale deurvergrendeling Centrale deurvergrendeling afstandbediening Elektrisch bedienbare ramen voor Elektrisch verstelbare buitenspiegels Imperiaal Navigatiesysteem Radio/CD speler Schuifdeur Trekhaak   Km stand 222.322 km NAP aanwezig  Graag bellen voordat u langs komt om teleurstellingen te voorkomen. Wij reageren niet op biedingen ook niet via de email graag bellen.  Wij zijn geopend van maandag tot en met vrijdag van 10 u tot 17 u en op zaterdag van 10 u tot 14:00 u. Daarbuiten op afspraak.  Wij hebben ons uiterste best gedaan de correcte gegevens op te nemen in onze advertenties. U kunt geen rechten ontlenen aan de opgave in de advertentie.  Planet Cars Kerkdriel Provincialeweg 126C 5334JK Velddriel 0031-(0)418553688 0031-(0)643012809 info@planet-cars.nl www.planetcars.eu;Velddriel;13;https://link.marktplaats.nl/m1550769182;223;true;;true;true;;;true;;true;true;;;;true;true;07 juni 2005;;;true;;;;;;;;;;;true;;;;;;;;;;;;;;;;;;;;;
;2006;Diesel;Gesloten Wagen;15-BX-PK;282327;;Volkswagen Transporter;2.461 cc;;6950;;Automaat 6 versnellingen;2.5 TDI L2H1 131pk Automaat DC Airco dubbelschuifdeur MARGE! NL auto GARANTIE;131;14 mei '20, 16:44; Volkswagen Transporter 2.5 TDI L2H1 131pk Automaat DC Airco dubbelschuifdeur MARGE! NL auto GARANTIE  Carrosserievorm: Bestelauto Transmissie: Automaat Kleur: Zwart metallic Aandrijving: Voorwielaandrijving Aantal cilinders: 5 Ledig gewicht: 1.892 kg Laadvermogen: 1.003 kg GVW: 2.800 kg Wielbasis: 340 cm Bekleding: Stof Interieurkleur: Zwart Aantal sleutels: 2 (2 handzenders) BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling) Motorrijtuigenbelasting: € 115 per kwartaal  Comfort & Interieur Airco Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterdeuren met ruiten Achterruitwisser Buitenspiegels elektrisch inklapbaar Buitenspiegels in carrosseriekleur Bumpers in carrosseriekleur Elektronisch sperdifferentieel Halogeen mistlampen Lat-om-lat betimmering laadruimte Metallic lak Zijschuifdeur links Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Airbag passagier Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control Parkeersensor achter Startblokkering Traction control  Overig 2 sleutels 2e eigenaar betonplex in laadvloer instructieboekjes aanwezig Lichtmetalen wielen Nationale autopas nederlandse auto Trekhaak 13 polig Zijwindschermen   Onze prijzen zijn gebaseerd op meeneemprijzen U heeft keuze uit de volgende pakketten  Roseboom meeneem pakket €0,- Roseboom Budget voordeel pakket €295,- Roseboom Top pakket €995,-  Vraag de verkoper wat het beste bij u past.  Gegevens: Autobedrijf Roseboom De Stroet 38 6741PT LUNTEREN Tel: 0318-486190 E-mail: info@autoroseboom.nl Website: www.autoroseboom.nl  Autobedrijf Roseboom De Stroet 38 6741PT Lunteren Tel: 0318-486190 E-mail: info@autoroseboom.nl;Lunteren;2;https://link.marktplaats.nl/m1550782750;125;;;true;;true;true;;true;;;true;true;;true;true;04 april 2006;true;;;164 km/h;true;true;true;;;;;;Bij aflevering;;;;;;;;;;;;;;;;;;;;;;
18 maart 2018;2010;Diesel;Gesloten Wagen;4-VGT-39;274941;;Volkswagen Transporter;1.968 cc;;9890;;Handgeschakeld 6 versnellingen;2.0 TDI 140pk Comfortline (hondenvervoer,airco,cruise);141;14 mei '20, 16:45;" Elektrisch-pakket. U rijdt gemakkelijk, comfortabel en zonder zorgen met deze Volkswagen Transporter. Ook is de auto voorzien van: metallic lak, elektrisch bedienbare ramen voor en elektrisch inklapbare...  Volkswagen Transporter 2.0 TDI 140pk Comfortline (hondenvervoer,airco,cruise) .  Algemene gegevens  Tellerstand: 274.941 km Carrosserievorm: Bestelauto Aantal deuren: 4 Brandstofsoort: Diesel Bouwjaar: mrt 2010 Transmissie: 6 versnellingen, Handgeschakeld Kleur: Zilver metallic Interieurkleur: Zwart Bekleding: Stof Onderhoudsboekjes: Aanwezig (dealer onderhouden) Garantie: 6 maanden  Technische gegevens  Motorinhoud: 1.968 cc Aantal cilinders: 4 Vermogen: 104 kW (141 PK) Topsnelheid: 173 km/u Acceleratie (0-100): 12,2 s Wielbasis: 300 cm Ledig gewicht: 1.697 kg Laadvermogen: 1.103 kg GVW: 2.800 kg Max. trekgewicht: 2.500 kg Energielabel: B  Functionaliteit  Aantal zitplaatsen: 3  Financiële gegevens  Motorrijtuigenbelasting: € 104 per kwartaal BTW/Marge: excl. BTW Oorspronkelijke cataloguswaarde: € 49.458 Leaseprijs: € 129,00 per maand  Optiepakketten Elektrisch-pakket (Buitenspiegels elektrisch inklapbaar, Buitenspiegels elektrisch verstel- en verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor)  Exterieur Achterdeuren met ruiten Achterklep met ruit Achterruitwisser Buitenspiegels elektrisch inklapbaar Buitenspiegels elektrisch verstel- en verwarmbaar Bumpers in carrosseriekleur Centrale deurvergrendeling met afstandsbediening Elektronisch Sper Differentieel Metaalkleur mistlampen voor Parkeersensor achter Zijschuifdeur links Zijschuifdeur rechts  Infotainment Autotelefoon voorbereiding Radio-cd/mp3 speler Stuurwiel multifunctioneel  Interieur Airco Boordcomputer Cruise control Elektrische ramen voor  Veiligheid Airbag bestuurder Airbag passagier Alarm klasse 1(startblokkering) Alarmsysteem Anti Blokkeer Systeem Anti doorSlip Regeling Bandenspanningscontrolesysteem Elektronisch Stabiliteits Programma  Overige inrichting hondenvervoer   U rijdt gemakkelijk, comfortabel en zonder zorgen met deze Volkswagen Transporter. Ook is de auto voorzien van: metallic lak, elektrisch bedienbare ramen voor en elektrisch inklapbare buitenspiegels.  U bedient het audiosysteem via knoppen op het stuur. Zo kunt u steeds uw aandacht gericht houden op de weg. In deze auto kiest u zelf uw ideale temperatuur dankzij de airconditioning. Parkeersensoren zijn een handig hulpmiddel om parkeerschades te voorkomen. Natuurlijk is er ook cruise control aan boord, waarmee u meer ontspannen en zuiniger rijdt. Ook is de Volkswagen uitgerust met: boordcomputer en centrale deurvergrendeling met afstandsbediening.  In de Volkswagen Transporter heeft uw veiligheid en die van uw omgeving prioriteit. Het bandenspanningscontrolesysteem waarschuwt als een van de banden onvoldoende lucht bevat.  Dat de kilometerstand in orde is, blijkt uit het meegeleverde tellerrapport van Nationale Autopas. We doen ons best om deze auto voor u te omschrijven, maar het beste ervaart u hem als hij voor u staat. Neemt u snel contact met ons op voor een afspraak?  ----7 DAGEN PER WEEK OPEN! ----  Hollandia Auto Lease ;  Kopen, financieren, leasen, 50/50 deal, inruilen, onderhoud, garantie. Wij helpen u graag in het gehele traject! Altijd veilig en vertrouwd. Transparant en inzichtelijk. Geen verrassingen achteraf. Hollandia Auto Lease is gespecialiseerd in Financial Lease.  Vragen ? Kom langs of neem contact op 085-7733775 of (WhatsApp) 06-16220034  Garantie - Lage verkoopprijzen - Vaste, lage Maandbedragen - Persoonlijke adviseur  Wij spreken Nederlands, Duits, Engels Turks en Italiaans!  Onze Showroom is 7 DAGEN GEOPEND! van Maandag t/m Vrijdag 9.00-19.00 uur. Zaterdag 9.00-17.00 uur en ZONDAG 12.00-16.00 uur!!  Hollandia Autolease Wijkermeerweg 83 1948NV BEVERWYK Tel: 085-7733775 E-mail: info@hollandiaautolease.nl";Beverwijk;0;https://link.marktplaats.nl/m1550783147;21;true;;true;true;;true;;true;;true;true;true;true;true;true;18 maart 2010;true;true;true;;true;true;true;true;B;13,51 km/l;true;;;;;;;;;;;;;;Autotrust;;;;;;;;;;
20 februari 2021;2008;Diesel;Gesloten Wagen;07-VPK-9;200357;;Volkswagen Transporter;1.896 cc;;4850;;Handgeschakeld 5 versnellingen;1.9TDI 102Pk Lang 2xSchuifdeur;102;14 mei '20, 17:05;" Volkswagen Transporter 1.9TDI 102Pk Lang 2xSchuifdeur | Airco | Cruise | Trekhaak | Imperiaal  Algemene gegevens  Tellerstand: 200.357 km Carrosserievorm: Bestelbus Aantal deuren: 4 Brandstofsoort: Diesel Bouwjaar: apr 2008 Transmissie: 5 versnellingen, Handgeschakeld Interieurkleur: black Bekleding: Stof Referentienummer: 1087  Technische gegevens  Motorinhoud: 1.896 cc Aantal cilinders: 4 Vermogen: 75 kW (102 PK) Wielbasis: 340 cm Ledig gewicht: 1.722 kg Laadvermogen: 1.078 kg GVW: 2.800 kg  Functionaliteit  Aantal zitplaatsen: 3 Afmetingen (LxBxH): 539 x 190 x 199 cm Afmetingen laadruimte: 275 x 169 x 141 cm  Financiële gegevens  Motorrijtuigenbelasting: € 104 per kwartaal BTW/Marge: excl. BTW Oorspronkelijke cataloguswaarde: € 34.456  Exterieur Achterklep met ruit Elektronisch Sper Differentieel Schuifdeur rechts Warmtewerend glas Zijschuifdeur links Zijschuifdeur rechts  Interieur Boordcomputer Stuurbekrachtiging Stuur verstelbaar  Veiligheid Airbag bestuurder Alarm klasse 1(startblokkering) Anti Blokkeer Systeem Anti doorSlip Regeling  Overige ABS Airbag(s) Airbag(s) front Airbag(s) voor Alarmsysteem Alarm system Anti Slipregeling Boordcomputer El. Stability Programme ESP Laadruimte met klep met ruit On-board computer Power steering Sliding door on the right Stuurbekrachtiging stuur verstelbaar Warmtewerend glas   LEASE / INRUIL / FINANCIEREN IS MOGELIJK.  Prijzen zijn (tenzij anders vermeld) exclusief BTW 21%.  U vindt ons midden in Nederland (Barneveld), centraal gelegen aan de A1 en daarmee uitstekend te bereiken. Wij helpen u graag bij het vinden van een passende oplossing die aansluit op uw specifieke wensen en budget. Binnen ons assortiment vindt u vooraanstaande merken zoals onder andere; Fiat, Ford, Iveco, Mercedes-Benz, Opel, Peugot, Renault en Volkswagen.  DUTCH Vans Mercuriusweg 41 3771NC BARNEVELD Tel: 0342-765557 E-mail: info@dutchvans.com";Barneveld;5;https://link.marktplaats.nl/m1550791898;90;;;;;;;;;;;true;;true;true;true;10 april 2008;;true;;;true;true;;;;;true;;;;;;;;;;;;;;;;;;;;;;;;
17 januari 2021;2008;Diesel;Gesloten Wagen;56-VXK-6;296112;;Volkswagen Transporter;1.896 cc;;4250;;Handgeschakeld 5 versnellingen;1.9 TDI 340 DC;86;09 mei '20, 20:03;" Wij hebben deze auto via inruil verkregen. Auto is in keurige staat, totaal vrij van krassen en deuken. Vanwege de kilometerstand wel lichte steenslag. Voorzien van opvallende 22"" Velgen ( nieuwprijs 2800...  Volkswagen Transporter 1.9 TDI 340 DC APK 1-2021 DUBBELE CABINE 22""Lichtmetalen velgen VW  Algemene gegevens  Tellerstand: 296.112 km Carrosserievorm: Bestelauto Aantal deuren: 5 Brandstofsoort: Diesel Bouwjaar: nov 2008 Transmissie: 5 versnellingen, Handgeschakeld Kleur: Wit Onderhoudsboekjes: Aanwezig (dealer onderhouden)  Technische gegevens  Motorinhoud: 1.896 cc Aantal cilinders: 4 Vermogen: 63 kW (86 PK) Wielbasis: 340 cm Ledig gewicht: 1.945 kg Laadvermogen: 855 kg GVW: 2.800 kg Max. trekgewicht: 2.500 kg  Functionaliteit  Aantal zitplaatsen: 6 Cabine: enkel Lengte/hoogte: L2H1  Financiële gegevens  Motorrijtuigenbelasting: € 115 per kwartaal BTW/Marge: excl. BTW  Exterieur Bumpers in kleur Elektronisch Sper Differentieel Gesloten achterdeuren i.o Imperiaal i.o Lichtmetalen velgen Trekhaak Warmtewerend glas Zijschuifdeur rechts  Infotainment Scheidingswand met ruit  Interieur Boordcomputer Laadruimte betimmerd Leesverlichting in de hemel Stuurbekrachtiging Stuur verstelbaar  Veiligheid Airbag bestuurder Alarm klasse 1(startblokkering) Anti Blokkeer Systeem Anti doorSlip Regeling Derde remlicht Startonderbreking  Overige Grijs kenteken N.A.P. kilometer Check   Wij hebben deze auto via inruil verkregen. Auto is in keurige staat, totaal vrij van krassen en deuken. Vanwege de kilometerstand wel lichte steenslag. Voorzien van opvallende 22"" Velgen ( nieuwprijs 2800 euro, velgen zijn nog zeer netjes ! ) , overigens zijn de originele velgen ook aanwezig. Auto wordt verkocht op basis van een meeneemprijs zonder garantie. Voorzien van een nieuwe APK tot 1-2021  Wij zijn gespecialiseerd in kleine bestelwagens. Wij leveren al onze auto's met NAP en onderhoudshistories. Onze auto worden in zeer goede condities aangeboden tegen zeer scherpe prijzen. Wij zijn geen doorsnee autobedrijf, wij zetten onze auto's keurig klaar.. Wij worden op garagespot.nl gewaardeerd met een 9,2 uit meer dan 200 beoordelingen. Daarmee staan wij op de 1ste positie van Nederland. Ook op onze Facebook pagina worden wij gerecenseerd met een 4,8 uit 5 sterren. Wij hebben lage overheadkosten en werken iedere dag hard om de klant een goede service te verlenen zowel tijdens de verkoop als erna. Wij kijken altijd goed naar de markt om ons complete aanbod tegen de scherpste prijzen aan te bieden. Kijk op onze website voor onze totale voorraad of bel met Raymond van Lieshout 06-110 770 28. Onze openingstijden zijn maandag t/m vrijdag van 09.00 tot 17.30 Maandag koopavond van 18.00 t/m 21.00 uur.  Raymond van Lieshout Auto's B.V. Rossinistraat 27 5344AK OSS Tel: 0412-630101 E-mail: info@raymondvanlieshoutautos.nl Wij zijn aangesloten bij de BOVAG";Oss;6;https://link.marktplaats.nl/m1548722834;232;;;;;;;true;;;;true;;true;true;true;07 november 2008;;true;;;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29 juli 2020;2008;Diesel;Gesloten Wagen;01-VRD-7;271150;;Volkswagen Transporter;1.896 cc;;4250;Tuinhout Twente;Handgeschakeld 5 versnellingen;BESTEL 1.9 D 62KW;84;16 apr. '20, 18:18; Goede en mooie Volkswagen T5 aangeboden. Vraagprijs is exclusief 21% BTW. Aan onderhoud is niet bezuinigd. Auto ziet zowel van buiten en van binnen perfect uit. Onlangs voorzien van: Nieuwe distributie Nieuwe banden Nieuwe koppeling En beurt. Als extra is er een imperiaal aanwezig. De bus is niet voorzien van airco, centrale vergrendeling en elektrische ramen. Lekker simpel voor nog jaren plezier.;Hengelo;11;https://link.marktplaats.nl/m1537840985;708;true;;;true;;;;;;true;true;true;true;true;true;;;;;;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05 februari 2021;2008;Diesel;Gesloten Wagen;57-VLS-6;302042;;Volkswagen Transporter;2.461 cc;;4999;;Handgeschakeld 6 versnellingen;2.5 TDI 340 DC 96kw 6-Bak Bj:2008 NAP!;131;14 mei '20, 21:31;" Dubbel Cabine !  Verlengde Uitvoering!  Marge!  Volkswagen Transporter 2.5 TDI 340 DC 96kw 6-Bak Bj:2008 NAP!  Carrosserievorm: Bestelauto Transmissie: 6 versnellingen, Handgeschakeld Aantal cilinders: 5 Ledig gewicht: 2.020 kg Laadvermogen: 903 kg GVW: 2.800 kg Wielbasis: 340 cm Aantal zitplaatsen: 6 Aantal sleutels: 2 (2 handzenders) BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling) Motorrijtuigenbelasting: € 121 per kwartaal  Comfort & Interieur Airco Armsteun voor Boordcomputer Elektrische ramen voor Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterdeuren met ruiten Achterruitwisser Buitenspiegels elektronisch verstelbaar Buitenspiegels in carrosseriekleur Buitenspiegels verwarmbaar Bumpers in carrosseriekleur Centrale deurvergrendeling met afstandsbediening Elektronisch sperdifferentieel Halogeen mistlampen Lichtmetalen velgen 16"" Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Airbag passagier Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control Electronic Stability Program ESP Startblokkering Traction control  Overig Radio CD Trekhaak   Rijd en schakelt goed!  Met Nationale Autopas!  Meeneemprijs!  Wij hanteren geen AFLEVERINGSKOSTEN!  PROEFRIT IS ALTIJD MOGELIJK!  INRUIL IS MOGELIJK!  Wilt u uw auto's of bussen verkopen met of zonder APK,een beetje schade en gebreken, maakt niets uit!Neem gerust contact met ons op.U zult de hoogste waarde voor uw auto ontvangen. Vrijwaring+Contant geld direct geregeld!  U kunt bij Autobedrijf Duran ook terecht voor :  Apk Keuringen Occasions Reparatie&Onderhoud Banden Service Uitlezen&Diagnose Uitvoerdocumenten  Al onze auto's zijn met originele kilometerstanden en gecontroleerd en kloppend bij de NAP.Alle auto's worden in overleg geleverd met een nieuwe APK. Mocht u verder vragen hebben, u bent altijd van Harte welkom bij Autobedrijf Duran aan de Techniekweg 9 te Emmeloord. Hier staat de koffie altijd voor u klaar en mocht u niet in de gelegenheid zijn om langs te komen, staan wij u ook graag telefonisch te woord.   Adres: Autobedrijf Duran Techniekweg 9 8304 AW Emmeloord  Autobedrijf Duran Techniekweg 9 8304AW EMMELOORD Tel: 0624778052 Fax: 0527622885 E-mail: info@autobedrijf-duran.nl";Emmeloord;8;https://link.marktplaats.nl/m1550895444;143;true;;true;true;true;;true;true;;true;true;true;true;true;true;16 januari 2008;;;true;;true;true;true;true;;;true;;;;;true;;;;;;;;;;;;;;;;;;;
14 juli 2020;2010;Diesel;Gesloten Wagen;3-VGV-45;244914;;Volkswagen Transporter;1.968 cc;;5400;;Handgeschakeld 6 versnellingen;2.0 TDI, 103 KW, L2H1, IMPERIAAL, AIRCO;140;14 mei '20, 22:16; Volkswagen Transporter 2.0 TDI, 103 KW, L2H1, IMPERIAAL, AIRCO  Carrosserievorm: Bestelbus Transmissie: 6 versnellingen, Handgeschakeld Kleur: Zilver metallic Cabine: enkel Aantal cilinders: 4 Ledig gewicht: 1.748 kg Lengte/hoogte: L2H1 Bekleding: Stof Interieurkleur: darkGray Aantal zitplaatsen: 3 Onderhoudsboekjes: Aanwezig Algemene staat: goed Technische staat: goed Optische staat: goed Aantal sleutels: 2 BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 104 per kwartaal  Opties en accessoires  2 airbags Airbag bestuurder Airbag passagier Airconditioning Alarmsysteem Antiblokkeersysteem (ABS) Boordcomputer Centrale deurvergrendeling Centrale deurvergrendeling afstandbediening Elektrisch verstelbare buitenspiegels Imperiaal Lichtmetalen velgen Metallic lak Mistlampen voor Radio/CD speler Regensensor Stabiliteitsregeling (ESP) Startonderbreking Stuurbekrachtiging Trekhaak Twee achterdeuren   De prijs is exclusief BTW. De VW Transporter is in een uitstekende technische staat. Bij 204855km is de distributieriem (met waterpomp) en de koppelingsset vervangen. Met luxe opties: airco, cruise control, licht metalen aluminiumvelgen, imperiaal, trekhaak en overige. met NationaleAutoPas voor de originele kilometerstand. Het is mogelijk om voor deze auto financiering aan te vragen bij een bij ons aangesloten kredietverlener.  Due to travel restrictions on the European borders, we can send letters of invitation for the pick up and transportation of our cars for drivers and export clients to create the possibility of visiting us from other countries reducing the COVID quarantine restrictions. voor informatie en voor een AFSPRAAK tel: 0624905709 / / for export call this number: 0651195058  Bel altijd voordat u langskomt voor een AFSPRAAK!!! Wij zijn ‘s avonds en op Zondag op afspraak geopend.  Auto Kollekt International T. Majofskistraat 29 1065SR Amsterdam Tel: 0624905709 E-mail: nv.lipen@chello.nl;Amsterdam;1;https://link.marktplaats.nl/m1550900532;143;true;;true;;true;true;true;;;true;true;true;true;;true;18 maart 2010;;true;true;;true;;true;;;;true;;;;;;;;;;;;;;;;;;;;;;;;
07 januari 2021;2010;Diesel;Gesloten Wagen;6-VFX-98;216484;;Volkswagen Transporter;1.968 cc;;6390;;Handgeschakeld;2.0 TDI L2H1 DC ,DUBBELE SCHUIFDEUR , AIRCO , TREKHAAK.;102;15 mei '20, 06:04; NETTE TRANSPORTER MET DUBBELE SCHUIFDEUR , IDEAAL VOOR DE ZZP,R.  Volkswagen Transporter 2.0 TDI L2H1 DC ,DUBBELE SCHUIFDEUR , AIRCO , TREKHAAK.  Carrosserievorm: Bestelauto Kleur: Zwart Aandrijving: Voorwielaandrijving Aantal cilinders: 4 Ledig gewicht: 1.713 kg Laadvermogen: 967 kg GVW: 2.800 kg Wielbasis: 340 cm Acceleratie (0-100): 15,3 s Topsnelheid: 157 km/u Bekleding: Stof Interieurkleur: Donkergrijs Aantal zitplaatsen: 2 Brandstofverbruik in de stad: 9,5 l/100km (1 op 10,5) Brandstofverbruik op de snelweg: 6,1 l/100km (1 op 16,4) CO2 uitstoot: 193 g/km Onderhoudsboekjes: Aanwezig Aantal sleutels: 2 BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 104 per kwartaal Optioneel afleverpakket (zonder meerprijs): Standaard afleverpakket Veljon: APK ( minimaal 6 maanden)Vloeistoffen , accu en verlichting controle.Tellerstand controle.Inclusief voertuig te naam stellen  Comfort & Interieur 2 zitplaatsen rechtsvoor Airco Boordcomputer Elektrische ramen voor  Exterieur Buitenspiegels elektrisch verstelbaar Buitenspiegels verwarmbaar Centrale deurvergrendeling met afstandsbediening Elektronisch sperdifferentieel  Veiligheid ABS Airbag bestuurder Airbag passagier Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Electronic Stability Program ESP Startblokkering Traction control  Overig Trekhaak   Het maakt niet uit welk model u kiest. Met een Volkswagen koopt u altijd een stijlvolle en praktische auto, zoals deze Transporter bewijst. Volkswagen-rijders weten het: een VW is gebouwd voor duurzaamheid en deze Transporter ziet er dan ook uit als nieuw. De aandrijving van deze Volkswagen wordt verzorgd door een viercilinder motor en een handgeschakelde versnellingsbak. In deze auto profiteert u onder andere ook van: elektrisch bedienbare ramen voor en elektrisch bedienbare en verwarmde buitenspiegels.  Ja, ook airconditioning is in deze auto aanwezig. Extra opties op deze auto zijn: boordcomputer en centrale deurvergrendeling met afstandsbediening.  De nieuwste veiligheidssystemen komen in deze Volkswagen Transporter samen. Een kortere remweg verkleint de kans op een aanrijding. Brake assist helpt actief mee tijdens een noodstop.  Als u nieuwsgierig bent naar deze Volkswagen Transporter, neem dan snel contact met ons op. Veljon is al jaren actief in het toeleveren van auto’s en bedrijfswagens aan collega autobedrijven en particulieren. Door selectief in te kopen bij lease- en dealerbedrijven in binnen-en buitenland, zorgt Veljon altijd voor een uitstekende mix van interessante auto’s en bedrijfswagens. Dankzij deze goede contacten, kan Veljon u een auto aanbieden van elk merk. De genoemde prijzen zijn inclusief Nw Apk en de tenaamstellingskosten . Kijk voor meer informatie op www.veljon.nl Wilt u de auto komen bekijken? Graag bellen voor een afspraak: 06 21867811.  Veljon Handelsonderneming neemt zijn verantwoordelijkheid om uw GEZONDHEID en WELZIJN te waarborgen tijdens de CORONA-crisis. Wij verkopen uw auto's 1-op-1. Bij ons treft u geen drukke showroom. Voldoende afstand. Wij verkopen de auto in een open ruimte, midden op het platteland.  Wij volgen daarbij de adviezen van het RIVM op.  VelJon Lemelerveldseweg 104 8152DE LEMELERVELD Tel: 0621867811 E-mail: info@veljon.nl;Lemelerveld;5;https://link.marktplaats.nl/m1550923756;366;true;;true;true;;;true;;;;true;true;true;;true;07 januari 2010;;;true;157 km/h;true;true;;true;;13,7 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
